filename,score
CtrSVDD_0114_E_0088111,-0.8578231930732727
CtrSVDD_0125_E_0040825,0.4727737307548523
CtrSVDD_0156_E_0065720,0.4901633560657501
CtrSVDD_0146_E_0071978,1.000357985496521
CtrSVDD_0134_E_0049232,1.1565366983413696
CtrSVDD_0133_E_0017422,1.4434126615524292
CtrSVDD_0127_E_0059424,0.4072367548942566
CtrSVDD_0133_E_0064409,1.1620820760726929
CtrSVDD_0115_E_0083844,0.6656671762466431
CtrSVDD_0115_E_0072878,0.5152509212493896
CtrSVDD_0132_E_0089764,1.129002571105957
CtrSVDD_0134_E_0083734,1.59434974193573
CtrSVDD_0115_E_0003887,-0.7859795093536377
CtrSVDD_0160_E_0046476,1.296055793762207
CtrSVDD_0114_E_0071837,-0.03613237291574478
CtrSVDD_0115_E_0043241,0.17569248378276825
CtrSVDD_0123_E_0013049,1.2509148120880127
CtrSVDD_0114_E_0072652,0.8320103883743286
CtrSVDD_0123_E_0029180,-1.5063226222991943
CtrSVDD_0116_E_0065348,0.8144985437393188
CtrSVDD_0154_E_0065541,1.1268515586853027
CtrSVDD_0123_E_0005194,-1.3339145183563232
CtrSVDD_0123_E_0081900,-1.2851547002792358
CtrSVDD_0118_E_0018015,0.6770029067993164
CtrSVDD_0164_E_0038955,1.553641438484192
CtrSVDD_0119_E_0014258,0.7092625498771667
CtrSVDD_0117_E_0008643,1.6832056045532227
CtrSVDD_0123_E_0006722,-1.5096466541290283
CtrSVDD_0139_E_0056090,0.3959004878997803
CtrSVDD_0114_E_0056128,0.5224344730377197
CtrSVDD_0114_E_0045636,1.0709350109100342
CtrSVDD_0118_E_0014457,1.1492581367492676
CtrSVDD_0146_E_0046605,-0.8188437223434448
CtrSVDD_0119_E_0032920,1.17220139503479
CtrSVDD_0143_E_0004976,-0.34789881110191345
CtrSVDD_0121_E_0001124,0.4411803185939789
CtrSVDD_0116_E_0073387,0.4280744791030884
CtrSVDD_0126_E_0041905,0.6040201783180237
CtrSVDD_0121_E_0008393,0.14562754333019257
CtrSVDD_0125_E_0025374,-0.6441816091537476
CtrSVDD_0118_E_0076036,0.15596887469291687
CtrSVDD_0123_E_0000794,-0.08325661718845367
CtrSVDD_0121_E_0000381,0.4568973183631897
CtrSVDD_0115_E_0056314,0.12468264251947403
CtrSVDD_0136_E_0076861,-0.5937110185623169
CtrSVDD_0147_E_0058768,1.2870126962661743
CtrSVDD_0114_E_0035801,-0.3283182382583618
CtrSVDD_0131_E_0001078,1.1821339130401611
CtrSVDD_0145_E_0088140,-0.014283712022006512
CtrSVDD_0140_E_0092416,-0.1881222128868103
CtrSVDD_0117_E_0030539,-0.20267754793167114
CtrSVDD_0123_E_0039618,-1.3302191495895386
CtrSVDD_0118_E_0065558,1.1044249534606934
CtrSVDD_0117_E_0040152,-0.27070367336273193
CtrSVDD_0114_E_0052734,0.49893444776535034
CtrSVDD_0117_E_0027372,-0.7289515733718872
CtrSVDD_0125_E_0076961,0.5969909429550171
CtrSVDD_0130_E_0074845,0.4174122214317322
CtrSVDD_0114_E_0019169,-0.43457460403442383
CtrSVDD_0117_E_0092595,-1.6899240016937256
CtrSVDD_0148_E_0069128,0.6047985553741455
CtrSVDD_0120_E_0073693,-1.472224235534668
